SampleID,CPR,SampleDate,Host,Ct
0409561834,d82a3e16-81e3-4451-8145-2546ec8484c2,2022-04-07,lab 10,30
1812321290,7d4c6b92-4fd9-4667-be3a-7585e3c85b79,2023-08-31,lab 8,29
2106781738,3443ac48-1c42-4c59-a245-97bc07babf75,2022-04-11,lab 2,30
0408033368,2cb3e89f-96e2-4227-b0ec-8881cfbcdd3c,2021-02-22,lab 6,35
3107741660,5c8ca093-9c76-4259-9e70-f676b45b61f9,2023-03-26,lab 8,31
2712554641,cf359180-17be-4fb5-85c5-6ea4bfdb04dc,2020-11-28,lab 7,39
2103769835,e2c1a27e-b692-4a07-9181-83c5efb19b3c,2023-03-08,lab 6,28
1705830987,6061672a-a6c9-4905-ae15-e4c7f6f55fc2,2021-08-02,lab 2,35
2711321725,ec91a5d6-ceb8-4cc6-8001-40ef04bf9ed1,2023-07-03,lab 7,29
3105841683,577a964a-d6f6-419e-94d2-54b14eb65c7e,2023-03-21,lab 3,32
2301862187,166480cf-fe13-48bf-8c44-6cc8eae17e8e,2021-02-22,lab 9,36
2709474552,e85184f8-2674-4b90-8d92-7ef8b12b734f,2023-07-07,lab 1,31
2812580486,b52fb1b8-fc41-4120-99f5-3ef669a39cbd,2020-10-02,lab 10,28
2904999885,63002bc6-8b66-4303-ab43-8323612ca2d2,2022-09-30,lab 9,30
1309439676,2fde63f2-161e-47ce-bada-93c22d0a704c,2020-09-25,lab 3,32
2110621528,9977b937-46c2-4f5c-9774-aba762b8b9da,2022-12-06,lab 2,34
1502929962,cae00fe7-7de2-4484-820d-59f4b9352cbf,2021-05-13,lab 5,34
2706010402,9c5e4d9e-8b6b-48b7-a706-a4f95f52e840,2023-02-18,lab 5,31
1505613753,da6f92fb-6d47-4432-b875-3dec1f6f6f37,2022-05-17,lab 9,27
0111800358,692f5f73-4bad-4cab-a9d1-3a584e5c78a4,2022-04-03,lab 4,34
2607373619,251b74a3-ab8b-4ed1-a33a-f5c92d555bb6,2022-12-29,lab 6,31
0509892156,e5d72bb8-7d1b-4708-955d-eff654caa9c7,2021-01-28,lab 5,37
0406847213,64e51789-87e8-47db-a831-dc1ecd8f36ef,2022-04-15,lab 10,27
2611832460,31c99005-ade4-4bb4-8939-f74c7cc69426,2022-02-01,lab 8,34
1609590397,33cd46cb-e170-425b-91ec-329c57a13b80,2022-05-05,lab 2,33
0905789998,c8452142-0955-4dbd-9e17-17bd0fa46380,2022-06-20,lab 2,39
1409544788,b2e83b1b-9e93-4c93-b028-3a9f2a434855,2022-08-22,lab 6,29
3009863575,6cd9ec91-523b-4afb-b0a5-13f29183005d,2023-06-14,lab 10,31
1610919884,1d314b76-d821-45cd-8f0b-ab69d0a6252d,2021-09-29,lab 9,27
1303604327,cdc0387d-5e2b-47d9-a7c8-b78829d51de8,2023-06-20,lab 2,38
0202525540,bf7341f9-2ac5-48f6-9623-3996b0c6b84b,2023-05-11,lab 5,31
2709477477,44a23ff5-1bd9-4faa-9e27-d78bf5e1c496,2021-10-07,lab 7,32
0711809966,8e152fa8-a656-47c7-be58-fb0585de8210,2021-07-23,lab 2,31
2209763416,329c21c1-644c-495b-9371-686bbe750721,2021-02-07,lab 7,31
1403776214,595fb9f3-444f-43b8-8ecb-10416680e67c,2021-07-08,lab 6,38
2405443950,c884e469-1f85-448a-b3d0-6ef291d731bc,2023-06-11,lab 2,28
1812451893,5193e6d9-ba99-43e2-a8c6-d1a6f2a8c495,2021-05-28,lab 7,33
0902451757,bf195107-ab5c-4dd8-903b-2ea25a74331f,2022-11-06,lab 9,33
1308440361,6d7813ab-a439-4d6f-a985-ff80036df520,2021-08-31,lab 4,33
2909876415,a81f8776-40f2-4cb8-8f91-a4ab27f88360,2020-11-23,lab 2,39
0803017837,747d76ab-24e3-4772-b91b-d6c7a0016efc,2021-07-04,lab 10,39
0504693262,0de015b9-b703-4bd3-a2c7-0d45a609d17b,2023-04-17,lab 8,33
1905749910,f3ccdc78-5051-4e31-9ce6-e0440acd2866,2022-08-27,lab 1,31
2110755951,125f4daf-64da-4526-9ac0-de2cb9c555b1,2021-12-20,lab 4,28
0202592660,1e649dc3-58c4-4b8e-b908-5ed493488d31,2023-05-14,lab 10,40
2601846175,3eeac333-50d9-4e40-be17-59b8940bbfe1,2021-07-27,lab 2,34
2810974840,4866a6ef-6121-481b-bac4-a7caae0be14e,2021-04-02,lab 4,33
1908933672,4ac24502-6b62-4c31-b431-987eff7fd518,2021-04-24,lab 8,27
0411729999,16438510-d34c-4ab9-8b51-b5a9bfe795d4,2022-04-19,lab 3,36
0108015636,f4ad555f-2102-4166-8899-51e420431cdd,2023-04-04,lab 5,35
1402898150,13e2fee0-4ba3-46ff-96b0-58e00cea277a,2023-07-30,lab 4,27
1908686616,40a69ef7-467d-4773-8ac7-13d036a48751,2021-11-04,lab 5,32
1405632328,7307bf6b-0ad9-458b-969f-a8fe9e9cff8a,2021-01-01,lab 4,35
2907415513,aea71e40-656b-47ce-9bc8-f8ed8e601d6d,2023-02-19,lab 4,32
1511442656,c93f5d66-7860-47dc-8d8e-f1059386da19,2021-11-25,lab 9,39
2507914688,61e56655-cab0-4702-a651-723b598e614e,2020-10-09,lab 10,39
1911911710,5928ebd6-cf2d-4bcf-89e1-030b480efd6f,2021-07-10,lab 4,33
2709875824,4ea184ad-7fa4-4dc4-95c5-5d9359dd45df,2022-08-23,lab 5,30
3011724843,76508526-c6fa-4b98-ba5a-39f4134be139,2022-08-06,lab 10,34
2209740775,613fbe6c-3d81-4536-8376-dc2786331a17,2021-08-29,lab 5,38
2903016810,4e9d5038-57d7-4330-971e-22534caef17e,2021-04-21,lab 6,37
3003750955,86b12147-ef78-42dd-9ac6-08fec9fef7ca,2020-11-06,lab 4,29
2405595550,7fae5ae8-6fa5-45c8-8106-35f763ce6e7b,2023-01-19,lab 7,33
1804661647,c59a7326-d680-4c97-9e55-0532cd7b61e5,2021-04-17,lab 10,29
1205468650,fd00fba3-94b0-4d5c-b69a-e840ecde61c6,2022-12-13,lab 2,39
2602893356,7240fd98-41b6-448b-9d37-aac11c0890a9,2023-02-17,lab 7,32
1701442899,2011abde-39a5-4b22-b67c-3cc4b8d272dc,2020-09-26,lab 5,35
1411882413,9615891b-83f9-40a9-98c5-0e46e4191088,2021-06-24,lab 4,35
0211557700,c29eeff2-5c02-46f6-a89d-76c9dbd4cca3,2023-04-13,lab 2,29
1312465914,36b2d748-f0ff-4b97-ae88-8cf852109f49,2022-08-08,lab 5,39
2003407454,0c34f1a4-0b93-4564-b46c-fc9681581acb,2023-04-14,lab 2,39
2207499456,cc616b12-ab8b-4412-8ee5-946fdbe92414,2022-07-25,lab 2,40
1009327340,04f7e1c9-13ac-43b6-b978-d6d711c5de6c,2022-09-15,lab 8,32
2211828129,bea23f12-7720-4e6f-b519-bb518a9c4369,2022-10-28,lab 3,37
0309354566,1496b420-713a-49b2-a6c8-cc0a9291a937,2022-03-02,lab 10,39
0508362931,d624455f-3dbb-4f1b-893e-4a015fb79a24,2023-06-06,lab 4,36
0112371512,cd109a87-d7bb-4734-b3a0-030b66403d5c,2021-05-29,lab 5,30
0706911410,3b90913f-bfbe-4f5b-a433-93a0b4b154c6,2022-12-11,lab 2,28
0205512308,e8a6fe8b-766c-405b-b153-12d49fb43b0b,2023-09-17,lab 9,35
1004897888,fba4ffe7-b351-4668-89a3-30355fb59778,2023-01-19,lab 2,34
0307851543,64b8b17d-e88e-488c-be8d-73d0d09e18f6,2022-04-04,lab 9,40
2302413926,9b1d0fcb-5375-4730-a753-05ad8fa20103,2021-12-03,lab 7,40
1106419319,9b84f494-4a3d-4ccd-9aab-eb466f0e7d4b,2021-06-25,lab 2,32
1010300218,5c1cf84c-eb40-4ba0-a518-35d3772f5824,2021-02-01,lab 2,40
2807702734,55402b5e-a840-42cd-92f5-43dfcfce2791,2021-01-30,lab 4,38
2101301267,7b6b4f50-60d4-4011-9ba2-d68439f3f1e1,2023-03-09,lab 3,40
0909399228,e4dc29f4-feaf-46d6-a60c-e8e6796e78b8,2022-01-24,lab 9,39
1609489101,ee500319-43ba-43f5-b82a-c7328904e367,2022-10-05,lab 5,40
2211868969,2e8a085e-038c-46e8-93df-0d67b2117170,2022-11-22,lab 6,38
1605940855,9b96214c-2b86-4ace-b7a4-d467610c0ecd,2022-12-04,lab 8,37
0703398930,42289f9d-0b72-4462-b8d4-2dae8e0d5f1c,2021-10-23,lab 9,29
0111454381,4a41da09-5105-462a-b8db-bd0d2df18afb,2023-05-10,lab 6,36
3110362368,3f88209d-d582-402c-9c13-f544579c28ec,2022-07-19,lab 6,35
2807900943,1e646ed1-2df0-48c0-88eb-6ee287a61985,2023-09-20,lab 6,36
2901618517,5bdfb056-48f6-412b-be57-f6c350ae48fa,2022-02-14,lab 6,35
2704672488,f4831562-5bca-4d75-8c87-c5468bdb9351,2023-08-13,lab 8,37
1202816879,e23e2508-848f-4904-8d91-229b091f0b66,2022-06-17,lab 2,39
1005340889,9c5648b4-1f6e-4f2e-927f-f32402befc49,2022-02-15,lab 1,38
1210843654,c1682f01-4cd5-4df1-a499-bae4c4955f92,2022-09-17,lab 1,30
2904029537,dc0df454-77fa-48dc-9b79-8219f730e9d7,2021-12-19,lab 9,40
1402814730,03adefda-7bfa-4903-b353-96620111bbb6,2021-09-07,lab 8,40
2401862567,49311a7a-0cb3-4458-987f-39d8ecd61536,2022-09-20,lab 9,40
3103906932,ad6d9492-0f57-44c2-b2d5-00f37566347b,2023-06-04,lab 2,40
1908041972,1a7d7d9c-203b-42c7-8c24-03bc7a94530f,2021-05-03,lab 10,36
1204958305,82ec1177-254f-45bc-b443-ed9d063eb949,2021-01-11,lab 9,33
1307617514,a68e7416-5921-4b05-83fc-2312e9a563d5,2021-11-29,lab 1,36
1109313938,c04b9bc9-9d66-4ecc-87d3-5e435c0889c0,2022-12-24,lab 4,32
0407954231,acf02948-cae2-4aeb-8ba5-0149f8a1eaf7,2021-07-23,lab 10,38
2107830327,2d23a9b3-51e5-4e92-b6ab-c62fec7c5ccc,2022-02-19,lab 9,31
0209028633,3c2e8bbb-38b9-4bbe-9f91-b31a1610ec92,2021-10-16,lab 2,28
0412311602,b41c2b90-51f8-42ca-955a-ad55fc92a534,2022-12-11,lab 1,39
1102413387,f5a023d3-651a-45e1-8b3d-1b0b51134a42,2020-12-12,lab 7,35
0503474325,3f84d726-fe76-4f30-b51d-2ce13d2fb1df,2022-06-11,lab 3,28
1506815954,47551b92-f313-4622-b5cc-200532705201,2021-10-31,lab 10,30
0110377538,77e9d686-36d4-4c6d-aa61-480fabb7aec5,2022-02-09,lab 4,27
2408878980,23e761cf-b92a-4731-a912-e229ce4f5469,2022-08-19,lab 2,31
2409585857,7e86d5b5-6ab3-4934-8177-5ec74ebce9f5,2022-08-19,lab 5,34
2409438549,5a573ef4-6ae0-4512-8632-69bcbd7ba33b,2022-12-19,lab 4,34
1005354255,1458e540-3968-41eb-98c5-3d1ae110327e,2022-03-18,lab 6,34
0609345730,785f4e10-2032-4b6d-8cf3-a3e461c2a5e7,2022-02-03,lab 7,32
1302991599,ee082337-9409-4238-9360-798d4c992856,2021-02-03,lab 2,37
1505644927,c17671b8-5f38-49ed-be50-acaba1ca35db,2022-05-22,lab 7,28
0709891181,473415fe-766e-4c4c-86b0-917e6253f896,2023-03-16,lab 10,33
0508912509,e08b2f70-0bcc-4939-b8a6-7d17d54933c3,2021-06-23,lab 10,27
2308570471,4b52ebf0-4471-4804-bcc0-1498779099f2,2021-04-22,lab 7,39
0306531316,c37e9e22-941f-4aa5-907e-8372094a8b57,2023-07-25,lab 5,39
2508649412,1e0b8535-337c-4f47-9226-6616d933c19a,2023-03-24,lab 8,38
2701358674,d94a8c09-f651-4a34-baa5-388119520526,2022-06-20,lab 9,37
0308469540,fff66e9a-6813-42fd-b829-a3d4cecdf638,2023-01-09,lab 1,40
2402643596,b67115d3-8b40-47fd-9da6-bfadb7849a4a,2022-10-27,lab 4,36
0812592655,490c0b45-2943-49e0-aa7e-932acd937e49,2022-12-07,lab 3,33
0709767771,a8cd2d84-e5b7-4cb6-8d9e-78175e8a6d15,2022-08-02,lab 9,34
2804853819,41d3b9be-71ac-4195-8b8d-4bd7acd7d327,2021-06-07,lab 9,31
2003047731,5cccc603-2c54-4176-87a8-a9ab6407e52f,2021-12-27,lab 7,27
1805824895,4e10e0f5-3fd5-4eba-b907-106416e506ab,2023-07-31,lab 6,36
0701723285,d1dcae9c-6bc6-4788-8aed-6f4a1f83a9c8,2021-07-19,lab 10,33
1902973883,56d2bdff-c979-4dc5-9c77-2d2231c11aed,2023-01-07,lab 2,30
1512400692,c99ec329-8224-457f-b0c8-7d827b2bc977,2021-02-24,lab 2,31
1608829585,1cef02c4-6c35-445f-bfb1-0ff5c242931d,2020-12-09,lab 9,40
1508674834,cfef3b62-9773-4f90-8fc2-05536c52cabc,2022-06-11,lab 5,36
1403053528,f0532feb-2761-4b4b-a0c7-9e9cd4286d71,2020-11-09,lab 2,32
1511805683,79698938-1969-430b-92f3-938120715737,2022-04-12,lab 1,33
2307436468,29f24466-3248-4184-974e-1e837927e52e,2022-12-07,lab 2,39
2312659637,9c2451d4-aadb-436d-a722-7fbbe7dd3bdf,2020-12-17,lab 6,27
0201824440,ab231fda-b348-46f4-8378-011dafed6c3c,2022-07-16,lab 10,36
0601589436,31b0e402-5dac-4d93-bebe-c14da24c163b,2022-04-18,lab 10,33
2901761399,45ba0f48-d14c-471c-b0b8-19c4ea8d3ed6,2023-02-17,lab 2,32
2903526227,627b8c03-1a7f-46d2-b691-51179a0370ae,2020-11-07,lab 3,35
1511675744,6fb9052f-7f52-4d72-b20b-6cc521edb3b9,2022-06-21,lab 1,31
1802324831,82f13468-0650-4e00-90c8-b1e1b1e281ad,2021-12-30,lab 5,40
2107041827,4b3e8a89-0c90-4b28-92b1-f26a461d325e,2021-05-17,lab 6,28
2411830840,0b669492-b8a0-4600-903f-21a031ee8fd4,2023-05-02,lab 7,36
